Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD21051000000637,Harbor,0563,05/10/2021 12:00:00 AM,04:41:08,242PD,POSS DOM VIOL
PD21040700000541,Central,0156,04/07/2021 12:00:00 AM,05:45:44,242D,DOM VIOL
PD21030700001315,Harbor,0525,03/07/2021 12:00:00 AM,08:05:34,245D,DOM VIOL
PD21032700002388,Wilshire,0788,03/27/2021 12:00:00 AM,15:14:19,242D,DOM VIOL
PD21011800000291,N Hollywood,1596,01/18/2021 12:00:00 AM,01:40:12,620D,DOM VIOL
PD21060300001062,Van Nuys,0916,06/03/2021 12:00:00 AM,07:42:13,245D,DOM VIOL
PD21011000001693,Rampart,0237,01/10/2021 12:00:00 AM,11:53:58,242D,DOM VIOL
PD21012300003444,Newton,1377,01/23/2021 12:00:00 AM,20:05:00,620D,DOM VIOL
PD21042300005045,Southwest,0391,04/23/2021 12:00:00 AM,23:52:01,242AD,AMB DOM VIOL
PD21032500000219,Rampart,0211,03/25/2021 12:00:00 AM,01:51:07,242DS,DOM VIOL SUSP
PD21020500000462,Central,0142,02/05/2021 12:00:00 AM,03:05:44,242D,DOM VIOL
PD21022400005241,Wilshire,0782,02/24/2021 12:00:00 AM,21:15:52,620D,DOM VIOL
PD21050500000204,Newton,1361,05/05/2021 12:00:00 AM,01:10:33,242D,DOM VIOL
PD21050400000827,Newton,1383,05/04/2021 12:00:00 AM,07:19:41,620D,DOM VIOL
PD21010400003725,Devonshire,1718,01/04/2021 12:00:00 AM,19:44:02,242D,DOM VIOL
PD21041200002320,Harbor,0531,04/12/2021 12:00:00 AM,13:22:06,242D,DOM VIOL
PD21012700002614,Van Nuys,0952,01/27/2021 12:00:00 AM,14:05:23,620DR,DOM VIOL R/O
PD21022100002549,Southwest,0313,02/21/2021 12:00:00 AM,14:21:56,242PD,POSS DOM VIOL
PD21041400003394,Southwest,0328,04/14/2021 12:00:00 AM,16:13:31,620DR,DOM VIOL R/O
PD21021700004465,Rampart,0245,02/17/2021 12:00:00 AM,19:20:35,242DS,DOM VIOL SUSP
PD21040700001226,Rampart,0211,04/07/2021 12:00:00 AM,09:05:45,620D,DOM VIOL
PD21011000004106,N Hollywood,1589,01/10/2021 12:00:00 AM,21:20:36,242PD,POSS DOM VIOL
PD21012200003596,Central,0155,01/22/2021 12:00:00 AM,18:32:05,242DI,DOM VIOL INVESTIGATI
PD21021700003299,Harbor,0587,02/17/2021 12:00:00 AM,15:47:47,620D,DOM VIOL
PD21051500002991,West Valley,1005,05/15/2021 12:00:00 AM,16:28:31,242D,DOM VIOL
PD21050500004493,Newton,1346,05/05/2021 12:00:00 AM,19:51:42,245PD,ADW POSS DOM VIOL
PD21010500003672,77th Street,1203,01/05/2021 12:00:00 AM,18:42:39,620DR,DOM VIOL R/O
PD21021900000995,77th Street,1211,02/19/2021 12:00:00 AM,07:56:28,242D,DOM VIOL
PD21032900001165,Central,0163,03/29/2021 12:00:00 AM,08:19:52,242D,DOM VIOL
PD21060500000542,Hollenbeck,0478,06/05/2021 12:00:00 AM,02:42:02,245D,DOM VIOL
PD21020400005129,Olympic,2036,02/04/2021 12:00:00 AM,22:32:29,620D,DOM VIOL
PD21041900002476,Newton,1363,04/19/2021 12:00:00 AM,14:12:14,620D,DOM VIOL
PD21010200003014,Mission,1924,01/02/2021 12:00:00 AM,18:50:38,620D,DOM VIOL
PD21030700003099,Topanga,2177,03/07/2021 12:00:00 AM,18:32:02,242DI,DOM VIOL INVESTIGATI
PD21041900004096,Harbor,0526,04/19/2021 12:00:00 AM,20:54:13,242DS,DOM VIOL SUSP
PD21030600000201,Harbor,0507,03/06/2021 12:00:00 AM,01:17:47,242PD,POSS DOM VIOL
PD21021200000275,Olympic,2091,02/12/2021 12:00:00 AM,01:28:32,242D,DOM VIOL
PD21060300003047,Harbor,0501,06/03/2021 12:00:00 AM,15:45:13,245DI,DOM VIOL INVEST
PD21031500004226,Newton,1323,03/15/2021 12:00:00 AM,21:08:38,620DR,DOM VIOL R/O
PD21010900001052,Harbor,0589,01/09/2021 12:00:00 AM,08:26:42,242D,DOM VIOL
PD21060500000454,Topanga,2136,06/05/2021 12:00:00 AM,02:09:30,242D,DOM VIOL
PD21051500001842,West Valley,1019,05/15/2021 12:00:00 AM,11:30:32,245DS,DOM VIOL SUSP
PD21011200002472,Southeast,1822,01/12/2021 12:00:00 AM,14:52:43,620D,DOM VIOL
PD21031500004659,77th Street,1213,03/15/2021 12:00:00 AM,22:42:50,242DJ,DOM VIOL J/O
PD21031400002340,Northeast,1127,03/14/2021 12:00:00 AM,14:39:10,242D,DOM VIOL
PD21020700004207,Hollywood,0657,02/07/2021 12:00:00 AM,21:27:11,620D,DOM VIOL
PD21013100002999,N Hollywood,1522,01/31/2021 12:00:00 AM,16:56:59,620DR,DOM VIOL R/O
PD21032300003278,Olympic,2036,03/23/2021 12:00:00 AM,16:07:12,242PD,POSS DOM VIOL
PD21042600002374,Southeast,1836,04/26/2021 12:00:00 AM,13:40:12,620D,DOM VIOL
PD21032300004739,Southwest,0393,03/23/2021 12:00:00 AM,20:46:54,620D,DOM VIOL
PD21011000000700,Central,0182,01/10/2021 12:00:00 AM,04:18:23,245DSN,DOM VIOL SUSP NOW
PD21053000001460,77th Street,1265,05/30/2021 12:00:00 AM,09:01:42,242AD,AMB DOM VIOL
PD21051700002185,Mission,1987,05/17/2021 12:00:00 AM,12:24:44,620D,DOM VIOL
PD21052200002748,Southeast,1804,05/22/2021 12:00:00 AM,15:09:20,242PD,POSS DOM VIOL
PD21021600000182,Olympic,2093,02/16/2021 12:00:00 AM,01:13:59,620D,DOM VIOL
PD21042900005050,Newton,1361,04/29/2021 12:00:00 AM,23:57:08,242D,DOM VIOL
PD21051100001560,Olympic,2025,05/11/2021 12:00:00 AM,09:51:36,242D,DOM VIOL
PD21052000002596,Van Nuys,0926,05/20/2021 12:00:00 AM,13:29:14,620D,DOM VIOL
PD21052900000900,Olympic,2044,05/29/2021 12:00:00 AM,05:51:50,245DR,DOM VIOL R/O
PD21040100000284,Rampart,0215,04/01/2021 12:00:00 AM,02:04:02,242D,DOM VIOL
PD21020800004678,77th Street,1248,02/08/2021 12:00:00 AM,22:22:00,620D,DOM VIOL
PD21060400004977,Harbor,0567,06/04/2021 12:00:00 AM,23:39:19,242D,DOM VIOL
PD21013100001055,Van Nuys,0941,01/31/2021 12:00:00 AM,07:43:29,242DX,BATTERY DOMESTIC VIO
PD21051800000832,Central,0145,05/18/2021 12:00:00 AM,07:34:56,620D,DOM VIOL
PD21022800000364,Central,0105,02/28/2021 12:00:00 AM,01:32:34,620DR,DOM VIOL R/O
PD21021000000142,Pacific,1406,02/10/2021 12:00:00 AM,00:48:00,620D,DOM VIOL
PD21052800002406,Central,0111,05/28/2021 12:00:00 AM,13:25:57,242DI,DOM VIOL INVESTIGATI
PD21013100004532,Southeast,1834,01/31/2021 12:00:00 AM,22:54:49,242D,DOM VIOL
PD21050900003531,Mission,1908,05/09/2021 12:00:00 AM,19:17:27,620D,DOM VIOL
PD21022600001301,Southwest,0318,02/26/2021 12:00:00 AM,09:08:41,242DI,DOM VIOL INVESTIGATI
PD21022100003848,Southwest,0375,02/21/2021 12:00:00 AM,19:21:25,620D,DOM VIOL
PD21021500003666,Rampart,0265,02/15/2021 12:00:00 AM,19:04:39,620D,DOM VIOL
PD21060300002513,77th Street,1265,06/03/2021 12:00:00 AM,13:24:58,245D,DOM VIOL
PD21050300004846,Rampart,0248,05/03/2021 12:00:00 AM,22:19:42,245DSN,DOM VIOL SUSP NOW
PD21022500003547,Northeast,1124,02/25/2021 12:00:00 AM,16:36:37,620D,DOM VIOL
PD21050500002022,Southwest,0359,05/05/2021 12:00:00 AM,11:29:00,620D,DOM VIOL
PD21031300001201,Wilshire,0701,03/13/2021 12:00:00 AM,09:08:25,242PD,POSS DOM VIOL
PD21021000005374,Southeast,1822,02/10/2021 12:00:00 AM,22:35:10,620DR,DOM VIOL R/O
PD21011400003943,Devonshire,1701,01/14/2021 12:00:00 AM,20:46:30,620D,DOM VIOL
PD21051400003833,Southwest,0397,05/14/2021 12:00:00 AM,18:43:23,242D,DOM VIOL
PD21040900004682,Rampart,0237,04/09/2021 12:00:00 AM,22:12:35,245D,DOM VIOL
PD21031600003903,Hollywood,0637,03/16/2021 12:00:00 AM,18:10:59,245D,DOM VIOL
PD21042600001271,Wilshire,0782,04/26/2021 12:00:00 AM,09:18:58,242AD,AMB DOM VIOL
PD21040500000354,77th Street,1211,04/05/2021 12:00:00 AM,02:10:13,242D,DOM VIOL
PD21021800002230,Hollywood,0649,02/18/2021 12:00:00 AM,12:08:26,242D,DOM VIOL
PD21040400003125,Foothill,1623,04/04/2021 12:00:00 AM,17:07:43,242D,DOM VIOL
PD21030200000655,Southeast,1846,03/02/2021 12:00:00 AM,06:21:34,620DR,DOM VIOL R/O
PD21011700001453,Mission,1921,01/17/2021 12:00:00 AM,10:09:36,242D,DOM VIOL
PD21040900004042,Newton,1367,04/09/2021 12:00:00 AM,19:59:37,242DS,DOM VIOL SUSP
PD21031300000497,Southeast,1823,03/13/2021 12:00:00 AM,02:48:15,242D,DOM VIOL
PD21010300001786,Foothill,1654,01/03/2021 12:00:00 AM,12:49:42,620D,DOM VIOL
PD21043000000726,Southeast,1842,04/30/2021 12:00:00 AM,06:23:55,620DR,DOM VIOL R/O
PD21042700004589,West LA,0839,04/27/2021 12:00:00 AM,20:36:29,242D,DOM VIOL
PD21032100001475,Newton,1317,03/21/2021 12:00:00 AM,09:31:57,620D,DOM VIOL
PD21012700000671,Hollywood,0632,01/27/2021 12:00:00 AM,06:40:36,242D,DOM VIOL
PD21031100002189,West Valley,1023,03/11/2021 12:00:00 AM,13:21:47,620DR,DOM VIOL R/O
PD21040500001428,77th Street,1251,04/05/2021 12:00:00 AM,09:42:42,242D,DOM VIOL
PD21051600004162,Mission,1961,05/16/2021 12:00:00 AM,20:57:54,620D,DOM VIOL
PD21041600005272,West Valley,1021,04/16/2021 12:00:00 AM,23:38:04,620D,DOM VIOL
PD21020500003524,N Hollywood,1525,02/05/2021 12:00:00 AM,18:22:43,242D,DOM VIOL
PD21031400001174,Southeast,1851,03/14/2021 12:00:00 AM,09:09:11,242D,DOM VIOL
PD21040300003137,Mission,1916,04/03/2021 12:00:00 AM,17:23:48,242D,DOM VIOL
PD21012900002233,Foothill,1651,01/29/2021 12:00:00 AM,14:51:32,620DR,DOM VIOL R/O
PD21012600003456,Hollenbeck,0457,01/26/2021 12:00:00 AM,17:01:31,620D,DOM VIOL
PD21032200003012,77th Street,1273,03/22/2021 12:00:00 AM,15:45:01,242AD,AMB DOM VIOL
PD21042200004994,Olympic,2055,04/22/2021 12:00:00 AM,23:44:59,242D,DOM VIOL
PD21020700004381,Topanga,2156,02/07/2021 12:00:00 AM,22:12:20,242D,DOM VIOL
PD21012500004083,Southwest,0316,01/25/2021 12:00:00 AM,21:23:00,242D,DOM VIOL
PD21013000004222,77th Street,1211,01/30/2021 12:00:00 AM,21:00:53,620D,DOM VIOL
PD21010500002274,Rampart,0299,01/05/2021 12:00:00 AM,13:00:33,245DI,DOM VIOL INVEST
PD21031700005214,West Valley,1063,03/17/2021 12:00:00 AM,21:44:51,620D,DOM VIOL
PD21041200004683,Central,0131,04/12/2021 12:00:00 AM,22:36:48,620DR,DOM VIOL R/O
PD21010200004153,Southwest,0329,01/02/2021 12:00:00 AM,23:47:25,242D,DOM VIOL
PD21040800001901,Pacific,1488,04/08/2021 12:00:00 AM,11:30:03,245D,DOM VIOL
PD21010200002821,Foothill,1657,01/02/2021 12:00:00 AM,17:57:03,242DS,DOM VIOL SUSP
PD21030900005317,Rampart,0233,03/09/2021 12:00:00 AM,22:33:41,620D,DOM VIOL
PD21052100003840,Northeast,1144,05/21/2021 12:00:00 AM,19:10:38,620D,DOM VIOL
PD21040200002425,Mission,1959,04/02/2021 12:00:00 AM,13:25:27,242D,DOM VIOL
PD21010100001639,77th Street,1259,01/01/2021 12:00:00 AM,09:25:22,242AD,AMB DOM VIOL
PD21031900003304,Southeast,1862,03/19/2021 12:00:00 AM,17:23:18,242DJ,DOM VIOL J/O
PD21020400001287,77th Street,1269,02/04/2021 12:00:00 AM,08:59:36,620D,DOM VIOL
PD21022800002164,77th Street,1205,02/28/2021 12:00:00 AM,12:49:54,242DX,BATTERY DOMESTIC VIO
PD21030900001648,Northeast,1113,03/09/2021 12:00:00 AM,09:59:04,242DX,BATTERY DOMESTIC VIO
PD21022200003891,Newton,1361,02/22/2021 12:00:00 AM,18:51:14,245AD,AMB DOM VIOL
PD21053000003663,Pacific,1485,05/30/2021 12:00:00 AM,18:06:46,245PD,ADW POSS DOM VIOL
PD21052900001615,Topanga,2126,05/29/2021 12:00:00 AM,10:15:11,242D,DOM VIOL
PD21031500002639,Foothill,1642,03/15/2021 12:00:00 AM,15:08:55,620DR,DOM VIOL R/O
PD21020300001826,Devonshire,1797,02/03/2021 12:00:00 AM,10:40:19,242D,DOM VIOL
PD21052900004489,West Valley,1029,05/29/2021 12:00:00 AM,21:29:54,242D,DOM VIOL
PD21010600000306,Central,0157,01/06/2021 12:00:00 AM,02:50:15,245D,DOM VIOL
PD21052500004323,Harbor,0529,05/25/2021 12:00:00 AM,21:11:28,620D,DOM VIOL
PD21032100005081,Van Nuys,0933,03/21/2021 12:00:00 AM,23:23:21,242D,DOM VIOL
PD21042900004182,West Valley,1045,04/29/2021 12:00:00 AM,20:06:03,620D,DOM VIOL
PD21022600004378,Rampart,0202,02/26/2021 12:00:00 AM,20:57:16,620D,DOM VIOL
PD21021200005149,Rampart,0237,02/12/2021 12:00:00 AM,22:38:27,242D,DOM VIOL
PD21040400001732,Central,0174,04/04/2021 12:00:00 AM,11:02:55,242D,DOM VIOL
PD21021000000387,West LA,0835,02/10/2021 12:00:00 AM,02:58:21,242AD,AMB DOM VIOL
PD21060400003956,N Hollywood,1519,06/04/2021 12:00:00 AM,20:06:43,620DR,DOM VIOL R/O
PD21031200002930,Devonshire,1713,03/12/2021 12:00:00 AM,16:13:04,620DR,DOM VIOL R/O
PD21010700000042,Harbor,0567,01/07/2021 12:00:00 AM,00:21:49,242D,DOM VIOL
PD21052900005092,Southeast,1839,05/29/2021 12:00:00 AM,23:20:20,620DR,DOM VIOL R/O
PD21042200000469,Newton,1361,04/22/2021 12:00:00 AM,03:55:27,242D,DOM VIOL
PD21053100003081,Harbor,0504,05/31/2021 12:00:00 AM,16:18:12,242D,DOM VIOL
PD21051300004781,Southwest,0362,05/13/2021 12:00:00 AM,21:07:35,245DSN,DOM VIOL SUSP NOW
PD21031800004668,Southwest,0362,03/18/2021 12:00:00 AM,20:16:28,620DR,DOM VIOL R/O
PD21052300004744,Harbor,0504,05/23/2021 12:00:00 AM,23:53:30,245DSN,DOM VIOL SUSP NOW
PD21051900004596,Southwest,0355,05/19/2021 12:00:00 AM,20:01:53,242D,DOM VIOL
PD21050800001786,Hollywood,0667,05/08/2021 12:00:00 AM,11:31:26,242D,DOM VIOL
PD21011800000222,Foothill,1642,01/18/2021 12:00:00 AM,01:18:44,620D,DOM VIOL
PD21011700001224,Van Nuys,0926,01/17/2021 12:00:00 AM,08:53:38,242D,DOM VIOL
PD21052700001886,Southwest,0362,05/27/2021 12:00:00 AM,11:29:10,620DR,DOM VIOL R/O
PD21022800002835,Southwest,0362,02/28/2021 12:00:00 AM,15:39:44,620D,DOM VIOL
PD21012900001881,Rampart,0269,01/29/2021 12:00:00 AM,13:22:47,620D,DOM VIOL
PD21012900003075,Central,0135,01/29/2021 12:00:00 AM,18:21:33,245AD,AMB DOM VIOL
PD21051500003721,Van Nuys,0911,05/15/2021 12:00:00 AM,19:36:17,620DR,DOM VIOL R/O
PD21020900003732,77th Street,1269,02/09/2021 12:00:00 AM,17:55:19,242D,DOM VIOL
PD21052900001973,Rampart,0251,05/29/2021 12:00:00 AM,11:51:23,242D,DOM VIOL
PD21042500000057,Northeast,1119,04/25/2021 12:00:00 AM,00:12:04,245DSN,DOM VIOL SUSP NOW
PD21030800003922,Southeast,1802,03/08/2021 12:00:00 AM,19:35:06,620DR,DOM VIOL R/O
PD21051500002631,West LA,0811,05/15/2021 12:00:00 AM,14:54:04,620DR,DOM VIOL R/O
PD21042400002848,77th Street,1267,04/24/2021 12:00:00 AM,16:38:00,620DR,DOM VIOL R/O
PD21040700004190,Pacific,1496,04/07/2021 12:00:00 AM,19:48:21,620DR,DOM VIOL R/O
PD21022700002622,Devonshire,1723,02/27/2021 12:00:00 AM,14:28:03,620D,DOM VIOL
PD21052300001845,West Valley,1075,05/23/2021 12:00:00 AM,12:08:00,620D,DOM VIOL
PD21051300004064,Newton,1353,05/13/2021 12:00:00 AM,18:28:42,620D,DOM VIOL
PD21022300005374,Olympic,2005,02/23/2021 12:00:00 AM,22:32:23,242D,DOM VIOL
PD21020500003714,Central,0153,02/05/2021 12:00:00 AM,18:46:29,620DR,DOM VIOL R/O
PD21051300002505,Southwest,0394,05/13/2021 12:00:00 AM,13:19:40,245DR,DOM VIOL R/O
PD21050900001666,Hollenbeck,0473,05/09/2021 12:00:00 AM,10:15:12,242DS,DOM VIOL SUSP
PD21021900000982,77th Street,1211,02/19/2021 12:00:00 AM,07:50:45,242PD,POSS DOM VIOL
PD21042400002582,West LA,0828,04/24/2021 12:00:00 AM,15:31:21,620D,DOM VIOL
PD21011200002803,Pacific,1441,01/12/2021 12:00:00 AM,15:56:44,242DS,DOM VIOL SUSP
PD21041700001238,Southeast,1822,04/17/2021 12:00:00 AM,08:59:56,242D,DOM VIOL
PD21060600004762,West Valley,1023,06/06/2021 12:00:00 AM,22:50:41,620D,DOM VIOL
PD21050900001797,Olympic,2029,05/09/2021 12:00:00 AM,10:53:29,242PD,POSS DOM VIOL
PD21050900000740,Devonshire,1794,05/09/2021 12:00:00 AM,03:20:16,242D,DOM VIOL
PD21041800001332,Topanga,2141,04/18/2021 12:00:00 AM,08:34:59,620DR,DOM VIOL R/O
PD21022600001917,Pacific,1464,02/26/2021 12:00:00 AM,11:24:09,620DR,DOM VIOL R/O
PD21011700000601,Wilshire,0782,01/17/2021 12:00:00 AM,03:07:02,245D,DOM VIOL
PD21052900001203,77th Street,1255,05/29/2021 12:00:00 AM,08:19:16,620D,DOM VIOL
PD21041800002117,Southwest,0377,04/18/2021 12:00:00 AM,12:09:06,242D,DOM VIOL
PD21020400005504,Rampart,0261,02/04/2021 12:00:00 AM,23:34:24,620DR,DOM VIOL R/O
PD21031000004370,Topanga,2189,03/10/2021 12:00:00 AM,20:25:35,242D,DOM VIOL
PD21050800003844,Mission,1955,05/08/2021 12:00:00 AM,20:10:45,620D,DOM VIOL
PD21011900004187,West Valley,1035,01/19/2021 12:00:00 AM,18:58:31,620DR,DOM VIOL R/O
PD21021300001142,West Valley,1011,02/13/2021 12:00:00 AM,08:16:12,242D,DOM VIOL
PD21060700003403,Van Nuys,0952,06/07/2021 12:00:00 AM,17:17:18,242D,DOM VIOL
PD21032500002505,N Hollywood,1591,03/25/2021 12:00:00 AM,15:34:29,242D,DOM VIOL
PD21021900003810,Hollywood,0636,02/19/2021 12:00:00 AM,18:06:55,620D,DOM VIOL
PD21010200001067,Newton,1367,01/02/2021 12:00:00 AM,09:08:32,620DR,DOM VIOL R/O
PD21042700000780,Rampart,0271,04/27/2021 12:00:00 AM,07:11:06,242D,DOM VIOL
PD21031800003820,Topanga,2134,03/18/2021 12:00:00 AM,17:34:41,242D,DOM VIOL
PD21040800003883,Southwest,0397,04/08/2021 12:00:00 AM,19:02:27,242DS,DOM VIOL SUSP
PD21030400003535,Newton,1331,03/04/2021 12:00:00 AM,17:08:31,242DI,DOM VIOL INVESTIGATI
PD21022700003962,Newton,1333,02/27/2021 12:00:00 AM,19:39:34,242D,DOM VIOL
PD21031500002395,Rampart,0236,03/15/2021 12:00:00 AM,14:10:02,242AD,AMB DOM VIOL
PD21011500001314,Olympic,2069,01/15/2021 12:00:00 AM,10:07:53,242D,DOM VIOL
PD21030400000282,Hollywood,0668,03/04/2021 12:00:00 AM,02:13:11,242D,DOM VIOL
PD21052100004177,Hollenbeck,0457,05/21/2021 12:00:00 AM,20:32:46,620D,DOM VIOL
PD21051100001115,Rampart,0233,05/11/2021 12:00:00 AM,08:09:29,620D,DOM VIOL
PD21050700004887,Southwest,0375,05/07/2021 12:00:00 AM,22:02:53,242DJ,DOM VIOL J/O
PD21012900002719,N Hollywood,1503,01/29/2021 12:00:00 AM,16:48:29,242DX,BATTERY DOMESTIC VIO
PD21012300000585,Olympic,2013,01/23/2021 12:00:00 AM,03:40:37,242DS,DOM VIOL SUSP
PD21022600000587,77th Street,1211,02/26/2021 12:00:00 AM,04:38:58,620D,DOM VIOL
PD21053000000441,Southeast,1831,05/30/2021 12:00:00 AM,01:21:26,242DS,DOM VIOL SUSP
PD21021000000197,Central,0153,02/10/2021 12:00:00 AM,01:10:17,245D,DOM VIOL
PD21013100001241,Southwest,0375,01/31/2021 12:00:00 AM,08:54:12,620DR,DOM VIOL R/O
PD21010800002805,Mission,1998,01/08/2021 12:00:00 AM,16:33:49,245D,DOM VIOL
PD21021500003082,Hollywood,0678,02/15/2021 12:00:00 AM,16:46:45,620D,DOM VIOL
PD21030600005208,77th Street,1215,03/06/2021 12:00:00 AM,23:19:50,620DR,DOM VIOL R/O
PD21052000002162,Hollywood,0629,05/20/2021 12:00:00 AM,11:57:11,620D,DOM VIOL
PD21022500001162,Topanga,2126,02/25/2021 12:00:00 AM,08:24:48,245D,DOM VIOL
PD21011800001112,Hollywood,0656,01/18/2021 12:00:00 AM,08:58:18,242D,DOM VIOL
PD21060500002217,Southeast,1842,06/05/2021 12:00:00 AM,13:24:31,242D,DOM VIOL
PD21031300000724,Devonshire,1772,03/13/2021 12:00:00 AM,05:32:02,245AD,AMB DOM VIOL
PD21012200002430,Northeast,1136,01/22/2021 12:00:00 AM,14:25:27,620D,DOM VIOL
PD21030100000159,Mission,1983,03/01/2021 12:00:00 AM,01:16:24,245D,DOM VIOL
PD21043000000690,Harbor,0563,04/30/2021 12:00:00 AM,06:05:13,620DR,DOM VIOL R/O
PD21053000002202,Southeast,1822,05/30/2021 12:00:00 AM,12:41:49,242DI,DOM VIOL INVESTIGATI
PD21010500001744,Topanga,2175,01/05/2021 12:00:00 AM,11:24:11,620D,DOM VIOL
PD21050600001135,West Valley,1023,05/06/2021 12:00:00 AM,07:43:32,245DX,DOM VIOL IN PROGRESS
PD21030200003903,Foothill,1654,03/02/2021 12:00:00 AM,18:11:42,620D,DOM VIOL
PD21021800004449,N Hollywood,1585,02/18/2021 12:00:00 AM,19:12:57,245D,DOM VIOL
PD21010200000157,Mission,1984,01/02/2021 12:00:00 AM,00:55:34,242PD,POSS DOM VIOL
PD21011500004604,Harbor,0584,01/15/2021 12:00:00 AM,23:08:07,245DS,DOM VIOL SUSP
PD21060200002877,Southwest,0396,06/02/2021 12:00:00 AM,15:08:09,242D,DOM VIOL
PD21052400003085,Harbor,0504,05/24/2021 12:00:00 AM,15:59:43,620DR,DOM VIOL R/O
PD21040200004927,Pacific,1496,04/02/2021 12:00:00 AM,22:13:47,242D,DOM VIOL
PD21021600002670,Harbor,0584,02/16/2021 12:00:00 AM,13:46:49,242PD,POSS DOM VIOL
PD21050500001977,Wilshire,0783,05/05/2021 12:00:00 AM,11:24:12,620D,DOM VIOL
PD21041300000444,77th Street,1248,04/13/2021 12:00:00 AM,03:20:24,242D,DOM VIOL
PD21040800002182,Devonshire,1781,04/08/2021 12:00:00 AM,12:49:47,242D,DOM VIOL
PD21042100004380,Mission,1918,04/21/2021 12:00:00 AM,22:49:50,620D,DOM VIOL
PD21010200003516,Foothill,1658,01/02/2021 12:00:00 AM,21:06:07,620D,DOM VIOL
PD21020700002038,Southeast,1837,02/07/2021 12:00:00 AM,12:43:05,620D,DOM VIOL
PD21012700000890,Van Nuys,0923,01/27/2021 12:00:00 AM,07:59:25,620D,DOM VIOL
PD21041200003610,Northeast,1145,04/12/2021 12:00:00 AM,19:07:11,242DJ,DOM VIOL J/O
PD21051900004109,Rampart,0251,05/19/2021 12:00:00 AM,18:37:12,620D,DOM VIOL
PD21032300000100,Central,0159,03/23/2021 12:00:00 AM,00:42:58,620D,DOM VIOL
PD21041400003603,Southeast,1821,04/14/2021 12:00:00 AM,17:42:22,620D,DOM VIOL
PD21031600000489,Rampart,0217,03/16/2021 12:00:00 AM,03:43:53,620D,DOM VIOL
PD21032300001659,Central,0165,03/23/2021 12:00:00 AM,10:27:36,620D,DOM VIOL
PD21011900005198,Southeast,1821,01/19/2021 12:00:00 AM,22:29:48,245D,DOM VIOL
PD21052500001908,Pacific,1463,05/25/2021 12:00:00 AM,11:43:47,242DS,DOM VIOL SUSP
PD21060200002090,Southwest,0356,06/02/2021 12:00:00 AM,12:04:12,620D,DOM VIOL
PD21012000004002,Southeast,1804,01/20/2021 12:00:00 AM,19:11:04,620D,DOM VIOL
PD21021900005803,N Hollywood,1516,02/20/2021 12:00:00 AM,00:05:19,245AD,AMB DOM VIOL
PD21060100000365,Southeast,1849,06/01/2021 12:00:00 AM,02:09:58,620D,DOM VIOL
PD21041000001730,77th Street,1213,04/10/2021 12:00:00 AM,12:04:59,620D,DOM VIOL
PD21050200004257,N Hollywood,1526,05/02/2021 12:00:00 AM,20:52:28,242D,DOM VIOL
PD21031400003846,Olympic,2005,03/14/2021 12:00:00 AM,20:27:15,620D,DOM VIOL
PD21042600002284,Rampart,0203,04/26/2021 12:00:00 AM,13:00:48,620D,DOM VIOL
PD21020300001842,77th Street,1269,02/03/2021 12:00:00 AM,10:43:45,620DR,DOM VIOL R/O
PD21050200004976,Devonshire,1752,05/02/2021 12:00:00 AM,23:09:21,242D,DOM VIOL
PD21022800001889,Foothill,1663,02/28/2021 12:00:00 AM,11:42:20,242D,DOM VIOL
PD21052100002859,Van Nuys,0915,05/21/2021 12:00:00 AM,15:33:22,242DX,BATTERY DOMESTIC VIO
PD21012700004320,Olympic,2017,01/27/2021 12:00:00 AM,20:06:25,620D,DOM VIOL
PD21010900001405,Mission,1908,01/09/2021 12:00:00 AM,10:21:24,242DS,DOM VIOL SUSP
PD21020200003195,Mission,1913,02/02/2021 12:00:00 AM,16:02:44,620D,DOM VIOL
PD21052300004042,Mission,1958,05/23/2021 12:00:00 AM,21:19:50,620D,DOM VIOL
PD21041900000146,Central,0155,04/19/2021 12:00:00 AM,00:56:13,620D,DOM VIOL
PD21041400001841,Van Nuys,0935,04/14/2021 12:00:00 AM,10:51:51,620D,DOM VIOL
PD21021900000408,Olympic,2074,02/19/2021 12:00:00 AM,02:29:03,620DR,DOM VIOL R/O
PD21020700001830,Van Nuys,0971,02/07/2021 12:00:00 AM,11:29:19,242D,DOM VIOL
PD21050800002543,N Hollywood,1565,05/08/2021 12:00:00 AM,14:54:38,245DS,DOM VIOL SUSP
PD21051700001565,West Valley,1041,05/17/2021 12:00:00 AM,10:15:05,242D,DOM VIOL
PD21020100003198,Rampart,0215,02/01/2021 12:00:00 AM,16:15:31,620DR,DOM VIOL R/O
PD21020200004055,Harbor,0514,02/02/2021 12:00:00 AM,18:32:25,620DR,DOM VIOL R/O
PD21030600001291,77th Street,1205,03/06/2021 12:00:00 AM,08:52:12,242D,DOM VIOL
PD21031100001913,Newton,1362,03/11/2021 12:00:00 AM,12:10:20,245D,DOM VIOL
PD21060300004828,77th Street,1245,06/03/2021 12:00:00 AM,22:28:25,620D,DOM VIOL
PD21051100000768,Central,0162,05/11/2021 12:00:00 AM,07:20:50,242DI,DOM VIOL INVESTIGATI
PD21043000000842,Southwest,0395,04/30/2021 12:00:00 AM,07:13:29,242D,DOM VIOL
